Temps(s)	Vx(m/s)	Q (m3/s)	Piston 1		Piston 2	Piston 3	Piston 4	Piston 5	Piston 6
0,216	-0,955014	-2,70024E-05	0	0	0	0	2,49134E-05	4,18421E-05	1,78378E-05
0,2164	-0,881131	-2,49134E-05	0	0	0	0	2,27261E-05	4,21003E-05	2,02035E-05
0,2168	-0,803772	-2,27261E-05	0	0	0	0	2,04491E-05	4,21923E-05	2,24894E-05
0,2172	-0,72324	-2,04491E-05	0	0	0	0	1,80914E-05	4,21178E-05	2,46866E-05
0,2176	-0,639853	-1,80914E-05	0	0	0	0	1,56623E-05	4,18772E-05	2,67864E-05
0,218	-0,553942	-1,56623E-05	0	0	0	0	1,31714E-05	4,14712E-05	2,87804E-05
0,2184	-0,465844	-1,31714E-05	0	0	0	0	1,06285E-05	4,09016E-05	3,06609E-05
0,2188	-0,375908	-1,06285E-05	0	0	0	0	8,04374E-06	4,01706E-05	3,24204E-05
0,2192	-0,284489	-8,04374E-06	0	0	0	0	5,42715E-06	3,9281E-05	3,40519E-05
0,2196	-0,191946	-5,42715E-06	0	0	0	0	2,78915E-06	3,82364E-05	3,5549E-05
0,22	-0,098646	-2,78915E-06	0	0	0	0	1,40156E-07	3,70409E-05	3,69059E-05
0,2204	-0,004957	-1,40156E-07	0	0	0	0	0	3,56993E-05	3,81171E-05
0,2208	0,088752	2,5094E-06	2,5094E-06	2,5094E-06	0	0	0	3,42167E-05	3,91778E-05
0,2212	0,18211	5,14904E-06	5,14904E-06	5,14904E-06	0	0	0	3,25991E-05	4,0084E-05
0,2216	0,27475	7,76837E-06	7,76837E-06	7,76837E-06	0	0	0	3,08528E-05	4,08319E-05
0,222	0,366306	1,03571E-05	1,03571E-05	1,03571E-05	0	0	0	2,89848E-05	4,14187E-05
0,2224	0,456416	1,29049E-05	1,29049E-05	1,29049E-05	0	0	0	2,70024E-05	4,18421E-05
0,2228	0,544724	1,54017E-05	1,54017E-05	1,54017E-05	0	0	0	2,49134E-05	4,21003E-05
0,2232	0,630883	1,78378E-05	1,78378E-05	1,78378E-05	0	0	0	2,27261E-05	4,21923E-05
0,2236	0,714552	2,02035E-05	2,02035E-05	2,02035E-05	0	0	0	2,04491E-05	4,21178E-05
0,224	0,795401	2,24894E-05	2,24894E-05	2,24894E-05	0	0	0	1,80914E-05	4,18772E-05
0,2244	0,873111	2,46866E-05	2,46866E-05	2,46866E-05	0	0	0	1,56623E-05	4,14712E-05
0,2248	0,947375	2,67864E-05	2,67864E-05	2,67864E-05	0	0	0	1,31714E-05	4,09016E-05
0,2252	1,0179	2,87804E-05	2,87804E-05	2,87804E-05	0	0	0	1,06285E-05	4,01706E-05
0,2256	1,084409	3,06609E-05	3,06609E-05	3,06609E-05	0	0	0	8,04374E-06	3,9281E-05
0,226	1,146637	3,24204E-05	3,24204E-05	3,24204E-05	0	0	0	5,42715E-06	3,82364E-05
0,2264	1,20434	3,40519E-05	3,40519E-05	3,40519E-05	0	0	0	2,78915E-06	3,70409E-05
0,2268	1,25729	3,5549E-05	3,5549E-05	3,5549E-05	0	0	0	1,40156E-07	3,56993E-05
0,2272	1,305279	3,69059E-05	3,69059E-05	3,69059E-05	2,5094E-06	0	0	0	3,42167E-05
0,2276	1,348116	3,81171E-05	3,81171E-05	3,81171E-05	5,14904E-06	0	0	0	3,25991E-05
0,228	1,385632	3,91778E-05	3,91778E-05	3,91778E-05	7,76837E-06	0	0	0	3,08528E-05
0,2284	1,41768	4,0084E-05	4,0084E-05	4,0084E-05	1,03571E-05	0	0	0	2,89848E-05
0,2288	1,444133	4,08319E-05	4,08319E-05	4,08319E-05	1,29049E-05	0	0	0	2,70024E-05
0,2292	1,464887	4,14187E-05	4,14187E-05	4,14187E-05	1,54017E-05	0	0	0	2,49134E-05
0,2296	1,47986	4,18421E-05	4,18421E-05	4,18421E-05	1,78378E-05	0	0	0	2,27261E-05
0,23	1,488992	4,21003E-05	4,21003E-05	4,21003E-05	2,02035E-05	0	0	0	2,04491E-05
0,2304	1,492248	4,21923E-05	4,21923E-05	4,21923E-05	2,24894E-05	0	0	0	1,80914E-05
0,2308	1,489614	4,21178E-05	4,21178E-05	4,21178E-05	2,46866E-05	0	0	0	1,56623E-05
0,2312	1,481102	4,18772E-05	4,18772E-05	4,18772E-05	2,67864E-05	0	0	0	1,31714E-05
0,2316	1,466745	4,14712E-05	4,14712E-05	4,14712E-05	2,87804E-05	0	0	0	1,06285E-05
0,232	1,446599	4,09016E-05	4,09016E-05	4,09016E-05	3,06609E-05	0	0	0	8,04374E-06
0,2324	1,420744	4,01706E-05	4,01706E-05	4,01706E-05	3,24204E-05	0	0	0	5,42715E-06
0,2328	1,389282	3,9281E-05	3,9281E-05	3,9281E-05	3,40519E-05	0	0	0	2,78915E-06
0,2332	1,352337	3,82364E-05	3,82364E-05	3,82364E-05	3,5549E-05	0	0	0	1,40156E-07
0,2336	1,310055	3,70409E-05	3,70409E-05	3,70409E-05	3,69059E-05	0	0	0	0
0,234	1,262603	3,56993E-05	3,56993E-05	3,56993E-05	3,81171E-05	2,5094E-06	0	0	0
0,2344	1,210167	3,42167E-05	3,42167E-05	3,42167E-05	3,91778E-05	5,14904E-06	0	0	0
0,2348	1,152956	3,25991E-05	3,25991E-05	3,25991E-05	4,0084E-05	7,76837E-06	0	0	0
0,2352	1,091195	3,08528E-05	3,08528E-05	3,08528E-05	4,08319E-05	1,03571E-05	0	0	0
0,2356	1,025127	2,89848E-05	2,89848E-05	2,89848E-05	4,14187E-05	1,29049E-05	0	0	0
0,236	0,955014	2,70024E-05	2,70024E-05	2,70024E-05	4,18421E-05	1,54017E-05	0	0	0
0,2364	0,881131	2,49134E-05	2,49134E-05	2,49134E-05	4,21003E-05	1,78378E-05	0	0	0
0,2368	0,803772	2,27261E-05	2,27261E-05	2,27261E-05	4,21923E-05	2,02035E-05	0	0	0
0,2372	0,72324	2,04491E-05	2,04491E-05	2,04491E-05	4,21178E-05	2,24894E-05	0	0	0
0,2376	0,639853	1,80914E-05	1,80914E-05	1,80914E-05	4,18772E-05	2,46866E-05	0	0	0
0,238	0,553942	1,56623E-05	1,56623E-05	1,56623E-05	4,14712E-05	2,67864E-05	0	0	0
0,2384	0,465844	1,31714E-05	1,31714E-05	1,31714E-05	4,09016E-05	2,87804E-05	0	0	0
0,2388	0,375908	1,06285E-05	1,06285E-05	1,06285E-05	4,01706E-05	3,06609E-05	0	0	0
0,2392	0,284489	8,04374E-06	8,04374E-06	8,04374E-06	3,9281E-05	3,24204E-05	0	0	0
0,2396	0,191946	5,42715E-06	5,42715E-06	5,42715E-06	3,82364E-05	3,40519E-05	0	0	0
0,24	0,098646	2,78915E-06	2,78915E-06	2,78915E-06	3,70409E-05	3,5549E-05	0	0	0
0,2404	0,004957	1,40156E-07	1,40156E-07	1,40156E-07	3,56993E-05	3,69059E-05	2,5094E-06	0	0
0,2408	-0,088752	-2,5094E-06	0	0	3,42167E-05	3,81171E-05	5,14904E-06	0	0
0,2412	-0,18211	-5,14904E-06	0	0	3,25991E-05	3,91778E-05	7,76837E-06	0	0
0,2416	-0,27475	-7,76837E-06	0	0	3,08528E-05	4,0084E-05	1,03571E-05	0	0
0,242	-0,366306	-1,03571E-05	0	0	2,89848E-05	4,08319E-05	1,29049E-05	0	0
0,2424	-0,456416	-1,29049E-05	0	0	2,70024E-05	4,14187E-05	1,54017E-05	0	0
0,2428	-0,544724	-1,54017E-05	0	0	2,49134E-05	4,18421E-05	1,78378E-05	0	0
0,2432	-0,630883	-1,78378E-05	0	0	2,27261E-05	4,21003E-05	2,02035E-05	0	0
0,2436	-0,714552	-2,02035E-05	0	0	2,04491E-05	4,21923E-05	2,24894E-05	0	0
0,244	-0,795401	-2,24894E-05	0	0	1,80914E-05	4,21178E-05	2,46866E-05	0	0
0,2444	-0,873111	-2,46866E-05	0	0	1,56623E-05	4,18772E-05	2,67864E-05	0	0
0,2448	-0,947375	-2,67864E-05	0	0	1,31714E-05	4,14712E-05	2,87804E-05	0	0
0,2452	-1,0179	-2,87804E-05	0	0	1,06285E-05	4,09016E-05	3,06609E-05	0	0
0,2456	-1,084409	-3,06609E-05	0	0	8,04374E-06	4,01706E-05	3,24204E-05	0	0
0,246	-1,146637	-3,24204E-05	0	0	5,42715E-06	3,9281E-05	3,40519E-05	0	0
0,2464	-1,20434	-3,40519E-05	0	0	2,78915E-06	3,82364E-05	3,5549E-05	0	0
0,2468	-1,25729	-3,5549E-05	0	0	1,40156E-07	3,70409E-05	3,69059E-05	0	0
0,2472	-1,305279	-3,69059E-05	0	0	0	3,56993E-05	3,81171E-05	2,5094E-06	0
0,2476	-1,348116	-3,81171E-05	0	0	0	3,42167E-05	3,91778E-05	5,14904E-06	0
0,248	-1,385632	-3,91778E-05	0	0	0	3,25991E-05	4,0084E-05	7,76837E-06	0
0,2484	-1,41768	-4,0084E-05	0	0	0	3,08528E-05	4,08319E-05	1,03571E-05	0
0,2488	-1,444133	-4,08319E-05	0	0	0	2,89848E-05	4,14187E-05	1,29049E-05	0
0,2492	-1,464887	-4,14187E-05	0	0	0	2,70024E-05	4,18421E-05	1,54017E-05	0
0,2496	-1,47986	-4,18421E-05	0	0	0	2,49134E-05	4,21003E-05	1,78378E-05	0
0,25	-1,488992	-4,21003E-05	0	0	0	2,27261E-05	4,21923E-05	2,02035E-05	0
0,2504	-1,492248	-4,21923E-05	0	0	0	2,04491E-05	4,21178E-05	2,24894E-05	0
0,2508	-1,489614	-4,21178E-05	0	0	0	1,80914E-05	4,18772E-05	2,46866E-05	0
0,2512	-1,481102	-4,18772E-05	0	0	0	1,56623E-05	4,14712E-05	2,67864E-05	0
0,2516	-1,466745	-4,14712E-05	0	0	0	1,31714E-05	4,09016E-05	2,87804E-05	0
0,252	-1,446599	-4,09016E-05	0	0	0	1,06285E-05	4,01706E-05	3,06609E-05	0
0,2524	-1,420744	-4,01706E-05	0	0	0	8,04374E-06	3,9281E-05	3,24204E-05	0
0,2528	-1,389282	-3,9281E-05	0	0	0	5,42715E-06	3,82364E-05	3,40519E-05	0
0,2532	-1,352337	-3,82364E-05	0	0	0	2,78915E-06	3,70409E-05	3,5549E-05	0
0,2536	-1,310055	-3,70409E-05	0	0	0	1,40156E-07	3,56993E-05	3,69059E-05	2,5094E-06
0,254	-1,262603	-3,56993E-05	0	0	0	0	3,42167E-05	3,81171E-05	5,14904E-06
0,2544	-1,210167	-3,42167E-05	0	0	0	0	3,25991E-05	3,91778E-05	7,76837E-06
0,2548	-1,152956	-3,25991E-05	0	0	0	0	3,08528E-05	4,0084E-05	1,03571E-05
0,2552	-1,091195	-3,08528E-05	0	0	0	0	2,89848E-05	4,08319E-05	1,29049E-05
0,2556	-1,025127	-2,89848E-05	0	0	0	0	2,70024E-05	4,14187E-05	1,54017E-05
0,256	-0,955014	-2,70024E-05	0	0	0	0	2,49134E-05	4,18421E-05	1,78378E-05
0,2564	-0,881131	-2,49134E-05	0	0	0	0	2,27261E-05	4,21003E-05	2,02035E-05
0,2568	-0,803772	-2,27261E-05	0	0	0	0	2,04491E-05	4,21923E-05	2,24894E-05
0,2572	-0,72324	-2,04491E-05	0	0	0	0	1,80914E-05	4,21178E-05	2,46866E-05
0,2576	-0,639853	-1,80914E-05	0	0	0	0	1,56623E-05	4,18772E-05	2,67864E-05
0,258	-0,553942	-1,56623E-05	0	0	0	0	1,31714E-05	4,14712E-05	2,87804E-05
0,2584	-0,465844	-1,31714E-05	0	0	0	0	1,06285E-05	4,09016E-05	3,06609E-05
0,2588	-0,375908	-1,06285E-05	0	0	0	0	8,04374E-06	4,01706E-05	3,24204E-05
0,2592	-0,284489	-8,04374E-06	0	0	0	0	5,42715E-06	3,9281E-05	3,40519E-05
0,2596	-0,191946	-5,42715E-06	0	0	0	0	2,78915E-06	3,82364E-05	3,5549E-05
0,26	-0,098646	-2,78915E-06	0	0	0	0	1,40156E-07	3,70409E-05	3,69059E-05
0,2604	-0,004957	-1,40156E-07	0	0	0	0	0	3,56993E-05	3,81171E-05
0,2608	0,088752	2,5094E-06	2,5094E-06	2,5094E-06	0	0	0	3,42167E-05	3,91778E-05
0,2612	0,18211	5,14904E-06	5,14904E-06	5,14904E-06	0	0	0	3,25991E-05	4,0084E-05
0,2616	0,27475	7,76837E-06	7,76837E-06	7,76837E-06	0	0	0	3,08528E-05	4,08319E-05
0,262	0,366306	1,03571E-05	1,03571E-05	1,03571E-05	0	0	0	2,89848E-05	4,14187E-05
0,2624	0,456416	1,29049E-05	1,29049E-05	1,29049E-05	0	0	0	2,70024E-05	4,18421E-05
0,2628	0,544724	1,54017E-05	1,54017E-05	1,54017E-05	0	0	0	2,49134E-05	4,21003E-05
0,2632	0,630883	1,78378E-05	1,78378E-05	1,78378E-05	0	0	0	2,27261E-05	4,21923E-05
0,2636	0,714552	2,02035E-05	2,02035E-05	2,02035E-05	0	0	0	2,04491E-05	4,21178E-05
0,264	0,795401	2,24894E-05	2,24894E-05	2,24894E-05	0	0	0	1,80914E-05	4,18772E-05
0,2644	0,873111	2,46866E-05	2,46866E-05	2,46866E-05	0	0	0	1,56623E-05	4,14712E-05
0,2648	0,947375	2,67864E-05	2,67864E-05	2,67864E-05	0	0	0	1,31714E-05	4,09016E-05
0,2652	1,0179	2,87804E-05	2,87804E-05	2,87804E-05	0	0	0	1,06285E-05	4,01706E-05
0,2656	1,084409	3,06609E-05	3,06609E-05	3,06609E-05	0	0	0	8,04374E-06	3,9281E-05
0,266	1,146637	3,24204E-05	3,24204E-05	3,24204E-05	0	0	0	5,42715E-06	3,82364E-05
0,2664	1,20434	3,40519E-05	3,40519E-05	3,40519E-05	0	0	0	2,78915E-06	3,70409E-05
0,2668	1,25729	3,5549E-05	3,5549E-05	3,5549E-05	0	0	0	1,40156E-07	3,56993E-05
0,2672	1,305279	3,69059E-05	3,69059E-05	3,69059E-05	2,5094E-06	0	0	0	3,42167E-05
0,2676	1,348116	3,81171E-05	3,81171E-05	3,81171E-05	5,14904E-06	0	0	0	3,25991E-05
0,268	1,385632	3,91778E-05	3,91778E-05	3,91778E-05	7,76837E-06	0	0	0	3,08528E-05
0,2684	1,41768	4,0084E-05	4,0084E-05	4,0084E-05	1,03571E-05	0	0	0	2,89848E-05
0,2688	1,444133	4,08319E-05	4,08319E-05	4,08319E-05	1,29049E-05	0	0	0	2,70024E-05
0,2692	1,464887	4,14187E-05	4,14187E-05	4,14187E-05	1,54017E-05	0	0	0	2,49134E-05
0,2696	1,47986	4,18421E-05	4,18421E-05	4,18421E-05	1,78378E-05	0	0	0	2,27261E-05
0,27	1,488992	4,21003E-05	4,21003E-05	4,21003E-05	2,02035E-05	0	0	0	2,04491E-05
0,2704	1,492248	4,21923E-05	4,21923E-05	4,21923E-05	2,24894E-05	0	0	0	1,80914E-05
0,2708	1,489614	4,21178E-05	4,21178E-05	4,21178E-05	2,46866E-05	0	0	0	1,56623E-05
0,2712	1,481102	4,18772E-05	4,18772E-05	4,18772E-05	2,67864E-05	0	0	0	1,31714E-05
0,2716	1,466745	4,14712E-05	4,14712E-05	4,14712E-05	2,87804E-05	0	0	0	1,06285E-05
0,272	1,446599	4,09016E-05	4,09016E-05	4,09016E-05	3,06609E-05	0	0	0	8,04374E-06
0,2724	1,420744	4,01706E-05	4,01706E-05	4,01706E-05	3,24204E-05	0	0	0	5,42715E-06
0,2728	1,389282	3,9281E-05	3,9281E-05	3,9281E-05	3,40519E-05	0	0	0	2,78915E-06
0,2732	1,352337	3,82364E-05	3,82364E-05	3,82364E-05	3,5549E-05	0	0	0	1,40156E-07
0,2736	1,310055	3,70409E-05	3,70409E-05	3,70409E-05	3,69059E-05	0	0	0	0
0,274	1,262603	3,56993E-05	3,56993E-05	3,56993E-05	3,81171E-05	2,5094E-06	0	0	0
0,2744	1,210167	3,42167E-05	3,42167E-05	3,42167E-05	3,91778E-05	5,14904E-06	0	0	0
0,2748	1,152956	3,25991E-05	3,25991E-05	3,25991E-05	4,0084E-05	7,76837E-06	0	0	0
0,2752	1,091195	3,08528E-05	3,08528E-05	3,08528E-05	4,08319E-05	1,03571E-05	0	0	0
0,2756	1,025127	2,89848E-05	2,89848E-05	2,89848E-05	4,14187E-05	1,29049E-05	0	0	0
0,276	0,955014	2,70024E-05	2,70024E-05	2,70024E-05	4,18421E-05	1,54017E-05	0	0	0
0,2764	0,881131	2,49134E-05	2,49134E-05	2,49134E-05	4,21003E-05	1,78378E-05	0	0	0
0,2768	0,803772	2,27261E-05	2,27261E-05	2,27261E-05	4,21923E-05	2,02035E-05	0	0	0
0,2772	0,72324	2,04491E-05	2,04491E-05	2,04491E-05	4,21178E-05	2,24894E-05	0	0	0
0,2776	0,639853	1,80914E-05	1,80914E-05	1,80914E-05	4,18772E-05	2,46866E-05	0	0	0
0,278	0,553942	1,56623E-05	1,56623E-05	1,56623E-05	4,14712E-05	2,67864E-05	0	0	0
0,2784	0,465844	1,31714E-05	1,31714E-05	1,31714E-05	4,09016E-05	2,87804E-05	0	0	0
0,2788	0,375908	1,06285E-05	1,06285E-05	1,06285E-05	4,01706E-05	3,06609E-05	0	0	0
0,2792	0,284489	8,04374E-06	8,04374E-06	8,04374E-06	3,9281E-05	3,24204E-05	0	0	0
0,2796	0,191946	5,42715E-06	5,42715E-06	5,42715E-06	3,82364E-05	3,40519E-05	0	0	0
0,28	0,098646	2,78915E-06	2,78915E-06	2,78915E-06	3,70409E-05	3,5549E-05	0	0	0
0,2804	0,004957	1,40156E-07	1,40156E-07	1,40156E-07	3,56993E-05	3,69059E-05	2,5094E-06	0	0
0,2808	-0,088752	-2,5094E-06	0	0	3,42167E-05	3,81171E-05	5,14904E-06	0	0
0,2812	-0,18211	-5,14904E-06	0	0	3,25991E-05	3,91778E-05	7,76837E-06	0	0
0,2816	-0,27475	-7,76837E-06	0	0	3,08528E-05	4,0084E-05	1,03571E-05	0	0
0,282	-0,366306	-1,03571E-05	0	0	2,89848E-05	4,08319E-05	1,29049E-05	0	0
0,2824	-0,456416	-1,29049E-05	0	0	2,70024E-05	4,14187E-05	1,54017E-05	0	0
0,2828	-0,544724	-1,54017E-05	0	0	2,49134E-05	4,18421E-05	1,78378E-05	0	0
0,2832	-0,630883	-1,78378E-05	0	0	2,27261E-05	4,21003E-05	2,02035E-05	0	0
0,2836	-0,714552	-2,02035E-05	0	0	2,04491E-05	4,21923E-05	2,24894E-05	0	0
0,284	-0,795401	-2,24894E-05	0	0	1,80914E-05	4,21178E-05	2,46866E-05	0	0
0,2844	-0,873111	-2,46866E-05	0	0	1,56623E-05	4,18772E-05	2,67864E-05	0	0
0,2848	-0,947375	-2,67864E-05	0	0	1,31714E-05	4,14712E-05	2,87804E-05	0	0
0,2852	-1,0179	-2,87804E-05	0	0	1,06285E-05	4,09016E-05	3,06609E-05	0	0
0,2856	-1,084409	-3,06609E-05	0	0	8,04374E-06	4,01706E-05	3,24204E-05	0	0
0,286	-1,146637	-3,24204E-05	0	0	5,42715E-06	3,9281E-05	3,40519E-05	0	0
0,2864	-1,20434	-3,40519E-05	0	0	2,78915E-06	3,82364E-05	3,5549E-05	0	0
0,2868	-1,25729	-3,5549E-05	0	0	1,40156E-07	3,70409E-05	3,69059E-05	0	0
0,2872	-1,305279	-3,69059E-05	0	0	0	3,56993E-05	3,81171E-05	2,5094E-06	0
0,2876	-1,348116	-3,81171E-05	0	0	0	3,42167E-05	3,91778E-05	5,14904E-06	0
0,288	-1,385632	-3,91778E-05	0	0	0	3,25991E-05	4,0084E-05	7,76837E-06	0
0,2884	-1,41768	-4,0084E-05	0	0	0	3,08528E-05	4,08319E-05	1,03571E-05	0
0,2888	-1,444133	-4,08319E-05	0	0	0	2,89848E-05	4,14187E-05	1,29049E-05	0
0,2892	-1,464887	-4,14187E-05	0	0	0	2,70024E-05	4,18421E-05	1,54017E-05	0
0,2896	-1,47986	-4,18421E-05	0	0	0	2,49134E-05	4,21003E-05	1,78378E-05	0
0,29	-1,488992	-4,21003E-05	0	0	0	2,27261E-05	4,21923E-05	2,02035E-05	0
0,2904	-1,492248	-4,21923E-05	0	0	0	2,04491E-05	4,21178E-05	2,24894E-05	0
0,2908	-1,489614	-4,21178E-05	0	0	0	1,80914E-05	4,18772E-05	2,46866E-05	0
0,2912	-1,481102	-4,18772E-05	0	0	0	1,56623E-05	4,14712E-05	2,67864E-05	0
0,2916	-1,466745	-4,14712E-05	0	0	0	1,31714E-05	4,09016E-05	2,87804E-05	0
0,292	-1,446599	-4,09016E-05	0	0	0	1,06285E-05	4,01706E-05	3,06609E-05	0
0,2924	-1,420744	-4,01706E-05	0	0	0	8,04374E-06	3,9281E-05	3,24204E-05	0
0,2928	-1,389282	-3,9281E-05	0	0	0	5,42715E-06	3,82364E-05	3,40519E-05	0
0,2932	-1,352337	-3,82364E-05	0	0	0	2,78915E-06	3,70409E-05	3,5549E-05	0
0,2936	-1,310055	-3,70409E-05	0	0	0	1,40156E-07	3,56993E-05	3,69059E-05	2,5094E-06
0,294	-1,262603	-3,56993E-05	0	0	0	0	3,42167E-05	3,81171E-05	5,14904E-06
0,2944	-1,210167	-3,42167E-05	0	0	0	0	3,25991E-05	3,91778E-05	7,76837E-06
0,2948	-1,152956	-3,25991E-05	0	0	0	0	3,08528E-05	4,0084E-05	1,03571E-05
0,2952	-1,091195	-3,08528E-05	0	0	0	0	2,89848E-05	4,08319E-05	1,29049E-05
0,2956	-1,025127	-2,89848E-05	0	0	0	0	2,70024E-05	4,14187E-05	1,54017E-05
0,296	-0,955014	-2,70024E-05	0	0	0	0	2,49134E-05	4,18421E-05	1,78378E-05
0,2964	-0,881131	-2,49134E-05	0	0	0	0	2,27261E-05	4,21003E-05	2,02035E-05
0,2968	-0,803772	-2,27261E-05	0	0	0	0	2,04491E-05	4,21923E-05	2,24894E-05
0,2972	-0,72324	-2,04491E-05	0	0	0	0	1,80914E-05	4,21178E-05	2,46866E-05
0,2976	-0,639853	-1,80914E-05	0	0	0	0	1,56623E-05	4,18772E-05	2,67864E-05
0,298	-0,553942	-1,56623E-05	0	0	0	0	1,31714E-05	4,14712E-05	2,87804E-05
0,2984	-0,465844	-1,31714E-05	0	0	0	0	1,06285E-05	4,09016E-05	3,06609E-05
0,2988	-0,375908	-1,06285E-05	0	0	0	0	8,04374E-06	4,01706E-05	3,24204E-05
0,2992	-0,284489	-8,04374E-06	0	0	0	0	5,42715E-06	3,9281E-05	3,40519E-05
0,2996	-0,191946	-5,42715E-06	0	0	0	0	2,78915E-06	3,82364E-05	3,5549E-05
0,3	-0,098646	-2,78915E-06	0	0	0	0	1,40156E-07	3,70409E-05	3,69059E-05
0,3004	-0,004957	-1,40156E-07	0	0	0	0	0	3,56993E-05	3,81171E-05
0,3008	0,088752	2,5094E-06	2,5094E-06	2,5094E-06	0	0	0	3,42167E-05	3,91778E-05
0,3012	0,18211	5,14904E-06	5,14904E-06	5,14904E-06	0	0	0	3,25991E-05	4,0084E-05
0,3016	0,27475	7,76837E-06	7,76837E-06	7,76837E-06	0	0	0	3,08528E-05	4,08319E-05
0,302	0,366306	1,03571E-05	1,03571E-05	1,03571E-05	0	0	0	2,89848E-05	4,14187E-05
0,3024	0,456416	1,29049E-05	1,29049E-05	1,29049E-05	0	0	0	2,70024E-05	4,18421E-05
0,3028	0,544724	1,54017E-05	1,54017E-05	1,54017E-05	0	0	0	2,49134E-05	4,21003E-05
0,3032	0,630883	1,78378E-05	1,78378E-05	1,78378E-05	0	0	0	2,27261E-05	4,21923E-05
0,3036	0,714552	2,02035E-05	2,02035E-05	2,02035E-05	0	0	0	2,04491E-05	4,21178E-05
0,304	0,795401	2,24894E-05	2,24894E-05	2,24894E-05	0	0	0	1,80914E-05	4,18772E-05
0,3044	0,873111	2,46866E-05	2,46866E-05	2,46866E-05	0	0	0	1,56623E-05	4,14712E-05
0,3048	0,947375	2,67864E-05	2,67864E-05	2,67864E-05	0	0	0	1,31714E-05	4,09016E-05
0,3052	1,0179	2,87804E-05	2,87804E-05	2,87804E-05	0	0	0	1,06285E-05	4,01706E-05
0,3056	1,084409	3,06609E-05	3,06609E-05	3,06609E-05	0	0	0	8,04374E-06	3,9281E-05
0,306	1,146637	3,24204E-05	3,24204E-05	3,24204E-05	0	0	0	5,42715E-06	3,82364E-05
0,3064	1,20434	3,40519E-05	3,40519E-05	3,40519E-05	0	0	0	2,78915E-06	3,70409E-05
0,3068	1,25729	3,5549E-05	3,5549E-05	3,5549E-05	0	0	0	1,40156E-07	3,56993E-05
0,3072	1,305279	3,69059E-05	3,69059E-05	3,69059E-05	2,5094E-06	0	0	0	3,42167E-05
0,3076	1,348116	3,81171E-05	3,81171E-05	3,81171E-05	5,14904E-06	0	0	0	3,25991E-05
0,308	1,385632	3,91778E-05	3,91778E-05	3,91778E-05	7,76837E-06	0	0	0	3,08528E-05
0,3084	1,41768	4,0084E-05	4,0084E-05	4,0084E-05	1,03571E-05	0	0	0	2,89848E-05
0,3088	1,444133	4,08319E-05	4,08319E-05	4,08319E-05	1,29049E-05	0	0	0	2,70024E-05
0,3092	1,464887	4,14187E-05	4,14187E-05	4,14187E-05	1,54017E-05	0	0	0	2,49134E-05
0,3096	1,47986	4,18421E-05	4,18421E-05	4,18421E-05	1,78378E-05	0	0	0	2,27261E-05
0,31	1,488992	4,21003E-05	4,21003E-05	4,21003E-05	2,02035E-05	0	0	0	2,04491E-05
0,3104	1,492248	4,21923E-05	4,21923E-05	4,21923E-05	2,24894E-05	0	0	0	1,80914E-05
0,3108	1,489614	4,21178E-05	4,21178E-05	4,21178E-05	2,46866E-05	0	0	0	1,56623E-05
0,3112	1,481102	4,18772E-05	4,18772E-05	4,18772E-05	2,67864E-05	0	0	0	1,31714E-05
0,3116	1,466745	4,14712E-05	4,14712E-05	4,14712E-05	2,87804E-05	0	0	0	1,06285E-05
0,312	1,446599	4,09016E-05	4,09016E-05	4,09016E-05	3,06609E-05	0	0	0	8,04374E-06
0,3124	1,420744	4,01706E-05	4,01706E-05	4,01706E-05	3,24204E-05	0	0	0	5,42715E-06
0,3128	1,389282	3,9281E-05	3,9281E-05	3,9281E-05	3,40519E-05	0	0	0	2,78915E-06
0,3132	1,352337	3,82364E-05	3,82364E-05	3,82364E-05	3,5549E-05	0	0	0	1,40156E-07
0,3136	1,310055	3,70409E-05	3,70409E-05	3,70409E-05	3,69059E-05	0	0	0	0
0,314	1,262603	3,56993E-05	3,56993E-05	3,56993E-05	3,81171E-05	2,5094E-06	0	0	0
0,3144	1,210167	3,42167E-05	3,42167E-05	3,42167E-05	3,91778E-05	5,14904E-06	0	0	0
0,3148	1,152956	3,25991E-05	3,25991E-05	3,25991E-05	4,0084E-05	7,76837E-06	0	0	0
0,3152	1,091195	3,08528E-05	3,08528E-05	3,08528E-05	4,08319E-05	1,03571E-05	0	0	0
0,3156	1,025127	2,89848E-05	2,89848E-05	2,89848E-05	4,14187E-05	1,29049E-05	0	0	0
0,316	0,955014	2,70024E-05	2,70024E-05	2,70024E-05	4,18421E-05	1,54017E-05	0	0	0
0,3164	0,881131	2,49134E-05	2,49134E-05	2,49134E-05	4,21003E-05	1,78378E-05	0	0	0
0,3168	0,803772	2,27261E-05	2,27261E-05	2,27261E-05	4,21923E-05	2,02035E-05	0	0	0
0,3172	0,72324	2,04491E-05	2,04491E-05	2,04491E-05	4,21178E-05	2,24894E-05	0	0	0
0,3176	0,639853	1,80914E-05	1,80914E-05	1,80914E-05	4,18772E-05	2,46866E-05	0	0	0
0,318	0,553942	1,56623E-05	1,56623E-05	1,56623E-05	4,14712E-05	2,67864E-05	0	0	0
0,3184	0,465844	1,31714E-05	1,31714E-05	1,31714E-05	4,09016E-05	2,87804E-05	0	0	0
0,3188	0,375908	1,06285E-05	1,06285E-05	1,06285E-05	4,01706E-05	3,06609E-05	0	0	0
